r	n	accum	mflops
1716	874	0.001517	1977.715844
1714	875	0.001520	1972.764732
1712	876	0.001517	1977.712178
1710	877	0.001517	1977.746772
1708	878	0.001520	1973.144039
1706	879	0.001516	1977.804053
1704	880	0.001525	1966.860902
1702	881	0.001516	1977.837632
1700	882	0.001516	1977.664551
1698	883	0.001520	1973.214221
1696	884	0.001516	1977.849089
1694	885	0.001516	1977.935424
1693	886	0.001520	1973.363504
1691	887	0.001517	1977.982518
1689	888	0.001520	1973.054268
1687	889	0.001516	1978.025645
1685	890	0.001516	1977.994294
1683	891	0.001520	1973.321946
1681	892	0.001516	1978.007076
1679	893	0.001519	1973.505340
1677	894	0.001516	1977.998752
1675	895	0.001521	1971.762351
1674	896	0.001520	1972.968600
1672	897	0.001516	1978.081025
1670	898	0.001516	1978.007484
1668	899	0.001520	1973.567006
1666	900	0.001516	1978.119836
1664	901	0.001519	1973.667565
1662	902	0.001516	1978.121072
1661	903	0.001516	1978.120283
1659	904	0.001520	1973.562763
1657	905	0.001516	1978.272556
1655	906	0.001516	1978.252064
1653	907	0.001519	1973.676780
1651	908	0.001516	1978.282687
1650	909	0.001524	1968.196020
1648	910	0.001516	1978.307843
1646	911	0.001516	1978.351029
1644	912	0.001519	1973.660880
1642	913	0.001515	1978.424211
1641	914	0.001520	1973.471681
1639	915	0.001516	1978.404477
1637	916	0.001516	1978.423915
1635	917	0.001519	1973.799316
1633	918	0.001515	1978.445665
1632	919	0.001516	1978.475390
1630	920	0.001519	1973.838350
1628	921	0.001516	1978.560801
1626	922	0.001519	1973.728332
1625	923	0.001516	1978.565078
1623	924	0.001521	1971.912140
1621	925	0.001519	1974.061418
1619	926	0.001515	1978.577641
1618	927	0.001516	1978.579588
1616	928	0.001520	1973.809300
1614	929	0.001516	1978.675939
1612	930	0.001519	1973.893145
1611	931	0.001516	1978.701636
1609	932	0.001516	1978.733329
1607	933	0.001519	1974.028624
1605	934	0.001515	1978.686881
1604	935	0.001520	1973.931687
1602	936	0.001516	1978.761730
1600	937	0.001515	1978.768365
1599	938	0.001524	1967.761171
1597	939	0.001516	1978.726731
1595	940	0.001515	1978.808940
1594	941	0.001520	1974.213351
1592	942	0.001516	1978.832307
1590	943	0.001519	1973.625237
1588	944	0.001515	1978.872361
1587	945	0.001516	1978.809520
1585	946	0.001519	1974.040371
1583	947	0.001515	1978.910643
1582	948	0.001516	1978.928617
1580	949	0.001519	1974.236778
1578	950	0.001515	1978.909323
1577	951	0.001524	1967.764770
1575	952	0.001515	1979.032341
1573	953	0.001515	1978.959833
1572	954	0.001519	1974.225729
1570	955	0.001515	1978.874931
1569	956	0.001516	1979.138065
1567	957	0.001519	1974.133596
1565	958	0.001515	1979.135040
1564	959	0.001520	1974.110688
1562	960	0.001515	1979.099301
1560	961	0.001515	1979.079965
1559	962	0.001519	1974.226916
1557	963	0.001515	1979.110583
1556	964	0.001519	1974.433447
1554	965	0.001515	1979.218085
1552	966	0.001515	1979.175014
1551	967	0.001524	1968.241824
1549	968	0.001515	1979.256138
1547	969	0.001515	1979.108397
1546	970	0.001522	1970.965578
1544	971	0.001515	1979.164453
1543	972	0.001519	1974.458875
1541	973	0.001515	1979.297408
1540	974	0.001516	1979.315600
1538	975	0.001519	1974.588636
1536	976	0.001515	1979.414112
1535	977	0.001515	1979.330270
1533	978	0.001519	1974.407193
1532	979	0.001521	1972.323809
1530	980	0.001519	1974.755164
1529	981	0.001516	1979.391198
1527	982	0.001515	1979.364379
1525	983	0.001518	1974.598893
1524	984	0.001515	1979.500325
1522	985	0.001518	1974.632992
1521	986	0.001515	1979.526365
1519	987	0.001515	1979.477118
1518	988	0.001519	1974.716044
1516	989	0.001515	1979.570860
1515	990	0.001515	1979.534842
1513	991	0.001519	1974.731474
1512	992	0.001515	1979.514671
1510	993	0.001519	1974.612631
1509	994	0.001515	1979.661545
1507	995	0.001520	1972.481952
1506	996	0.001519	1975.058561
1504	997	0.001515	1979.604432
1503	998	0.001515	1979.542011
1501	999	0.001519	1974.702198
1500	1000	0.001515	1979.641368
1498	1001	0.001519	1974.791902
1497	1002	0.001515	1979.633450
1495	1003	0.001515	1979.691947
1494	1004	0.001519	1975.058561
1492	1005	0.001515	1979.750422
1491	1006	0.001515	1979.752997
1489	1007	0.001519	1974.603413
1488	1008	0.001515	1979.787714
1486	1009	0.001523	1968.563360
1485	1010	0.001515	1979.809207
1483	1011	0.001515	1979.829498
1482	1012	0.001522	1970.547891
1480	1013	0.001518	1975.270255
1479	1014	0.001519	1975.065832
1477	1015	0.001514	1979.895376
1476	1016	0.001547	1938.660585
1474	1017	0.001540	1946.550493
1473	1018	0.002015	1488.245009
1472	1019	0.002018	1486.223406
1470	1020	0.004023	745.461307
1469	1021	0.004022	745.904819
1467	1022	0.001551	1933.678813
1466	1023	0.001531	1958.509660
1464	1024	0.001533	1956.053462
1463	1025	0.001531	1958.590199
1461	1026	0.001548	1937.146191
1460	1027	0.001539	1947.993148
1459	1028	0.001556	1927.393079
1457	1029	0.001561	1920.675031
1456	1030	0.001572	1907.569962
1454	1031	0.001588	1888.511513
1453	1032	0.001590	1885.889247
1452	1033	0.001589	1887.496398
1450	1034	0.001624	1845.997763
1449	1035	0.001614	1858.495745
1447	1036	0.001637	1831.332307
1446	1037	0.001637	1831.833175
1445	1038	0.001631	1839.394092
1443	1039	0.001659	1807.956675
1442	1040	0.001658	1809.356854
1440	1041	0.001658	1808.509419
1439	1042	0.001666	1799.813349
1438	1043	0.001667	1799.685980
1436	1044	0.001647	1820.030872
1435	1045	0.001659	1807.784114
1434	1046	0.001682	1783.031905
1432	1047	0.001692	1771.876136
1431	1048	0.001694	1771.014506
1429	1049	0.001699	1765.059610
1428	1050	0.001715	1748.465399
1427	1051	0.001717	1746.558768
1425	1052	0.001688	1776.253233
1424	1053	0.001708	1756.202456
1423	1054	0.001720	1743.514750
1421	1055	0.001733	1730.283701
1420	1056	0.001751	1712.824941
1419	1057	0.001754	1710.578357
1417	1058	0.001759	1704.963113
1416	1059	0.001766	1697.951308
1415	1060	0.001742	1721.774786
1413	1061	0.001740	1723.173703
1412	1062	0.001785	1679.818793
1411	1063	0.001767	1697.474826
1409	1064	0.001780	1684.281955
1408	1065	0.001787	1677.822161
1407	1066	0.001788	1677.353698
1405	1067	0.001801	1664.579190
1404	1068	0.001797	1668.446413
1403	1069	0.001788	1677.685257
1401	1070	0.001802	1663.668356
1400	1071	0.001821	1646.549675
1399	1072	0.001828	1641.120366
1397	1073	0.001828	1639.738623
1396	1074	0.001831	1637.339944
1395	1075	0.001842	1628.004555
1394	1076	0.001834	1635.793368
1392	1077	0.001837	1631.795092
1391	1078	0.001852	1619.028441
1390	1079	0.001864	1609.173451
1388	1080	0.001865	1607.744424
1387	1081	0.001866	1606.629698
1386	1082	0.001876	1599.058256
1385	1083	0.001877	1598.071815
1383	1084	0.001873	1600.632065
1382	1085	0.001872	1601.846407
1381	1086	0.001904	1575.421688
1379	1087	0.001891	1585.230127
1378	1088	0.001910	1569.941182
1377	1089	0.001910	1570.187081
1376	1090	0.001928	1555.527899
1374	1091	0.001922	1559.549187
1373	1092	0.001908	1571.719622
1372	1093	0.001900	1578.601866
1371	1094	0.001959	1531.599553
1369	1095	0.001958	1531.254996
1368	1096	0.001955	1533.831541
1367	1097	0.001950	1537.679636
1366	1098	0.001973	1520.102079
1364	1099	0.001974	1519.151079
1363	1100	0.001954	1534.570570
1362	1101	0.001958	1531.827652
1361	1102	0.001998	1501.088919
1359	1103	0.002004	1496.217227
1358	1104	0.001996	1502.388518
1357	1105	0.001988	1508.555188
1356	1106	0.002011	1491.256714
1355	1107	0.002021	1484.442883
1353	1108	0.001984	1511.590845
1352	1109	0.001993	1504.473431
1351	1110	0.002035	1473.682038
1350	1111	0.002028	1478.993237
1348	1112	0.002055	1458.990185
1347	1113	0.002047	1464.744822
1346	1114	0.002060	1455.438101
1345	1115	0.002079	1442.364105
1344	1116	0.002044	1467.475004
1342	1117	0.002044	1466.453598
1341	1118	0.002122	1413.227558
1340	1119	0.002109	1422.002797
1339	1120	0.002099	1429.073753
1338	1121	0.002083	1439.822141
1336	1122	0.002120	1414.206102
1335	1123	0.002117	1416.554030
1334	1124	0.002095	1431.633180
1333	1125	0.002089	1435.661953
1332	1126	0.002164	1386.271418
1330	1127	0.002172	1380.162223
1329	1128	0.002149	1395.379489
1328	1129	0.002161	1387.402710
1327	1130	0.002173	1379.916120
1326	1131	0.002186	1372.071768
1325	1132	0.002164	1386.423330
1323	1133	0.002162	1386.852116
1322	1134	0.002231	1344.120502
1321	1135	0.002224	1348.171294
1320	1136	0.002216	1353.096673
1319	1137	0.002240	1338.791626
1318	1138	0.002228	1346.255393
1316	1139	0.002236	1340.562063
1315	1140	0.002242	1337.294100
1314	1141	0.002249	1333.337484
1313	1142	0.002277	1316.805707
1312	1143	0.002284	1313.410509
1311	1144	0.002286	1312.072941
1310	1145	0.002282	1314.748596
1308	1146	0.002311	1297.014985
1307	1147	0.002333	1285.231738
1306	1148	0.002339	1281.876053
1305	1149	0.002345	1279.107808
1304	1150	0.002363	1269.033170
1303	1151	0.002361	1270.213376
1302	1152	0.002356	1273.241000
1300	1153	0.002368	1265.971392
1299	1154	0.002360	1270.328445
1298	1155	0.002362	1269.474200
1297	1156	0.002352	1275.022950
1296	1157	0.002347	1277.722603
1295	1158	0.002349	1276.662583
1294	1159	0.002376	1262.441681
1293	1160	0.002358	1271.976207
1291	1161	0.002356	1272.573443
1290	1162	0.002347	1277.302819
1289	1163	0.002357	1271.961404
1288	1164	0.002346	1278.164502
1287	1165	0.002349	1276.673193
1286	1166	0.002346	1278.258097
1285	1167	0.002360	1271.094746
1284	1168	0.002349	1276.749419
1283	1169	0.002355	1273.666498
1282	1170	0.002356	1273.120799
1280	1171	0.002364	1268.236591
1279	1172	0.002353	1274.125275
1278	1173	0.002347	1277.210590
1277	1174	0.002351	1275.325999
1276	1175	0.002350	1275.791530
1275	1176	0.002362	1269.501525
1274	1177	0.002350	1276.225533
1273	1178	0.002362	1270.003955
1272	1179	0.002353	1274.795576
1271	1180	0.002351	1275.859077
1270	1181	0.002356	1273.287799
1269	1182	0.002354	1274.495859
1267	1183	0.002359	1270.585672
1266	1184	0.002358	1271.558774
1265	1185	0.002357	1272.117956
1264	1186	0.002219	1350.975604
1263	1187	0.002211	1356.080595
1262	1188	0.001904	1574.712275
1261	1189	0.001905	1574.500371
1260	1190	0.001889	1587.851254
1259	1191	0.001886	1590.453265
1258	1192	0.005276	568.445960
1257	1193	0.005319	563.857708
1256	1194	0.002321	1292.034674
1255	1195	0.002326	1289.448784
1254	1196	0.002356	1273.139135
1253	1197	0.002353	1274.926174
1252	1198	0.002357	1272.517486
1251	1199	0.002364	1268.953201
1250	1200	0.002341	1281.298930
1248	1201	0.002353	1273.855231
1247	1202	0.002354	1273.327259
1246	1203	0.002369	1265.480831
1245	1204	0.002362	1269.371081
1244	1205	0.002363	1268.917109
1243	1206	0.002372	1263.942564
1242	1207	0.002356	1272.402190
1241	1208	0.002353	1273.979512
1240	1209	0.002347	1277.761063
1239	1210	0.002364	1268.123880
1238	1211	0.002360	1270.361704
1237	1212	0.002364	1268.469450
1236	1213	0.002360	1270.817573
1235	1214	0.002357	1272.342843
1234	1215	0.002366	1267.626532
1233	1216	0.002360	1270.454912
1232	1217	0.002349	1276.436129
1231	1218	0.002364	1268.303535
1230	1219	0.002363	1269.175781
1229	1220	0.002360	1270.799943
1228	1221	0.002354	1274.125211
1227	1222	0.002359	1271.451376
1226	1223	0.002355	1273.188661
1225	1224	0.002359	1270.967165
1224	1225	0.002359	1271.418729
1223	1226	0.002354	1273.793287
1222	1227	0.002363	1269.271305
1221	1228	0.002353	1274.276266
1220	1229	0.002357	1272.079709
1219	1230	0.002366	1267.527764
1218	1231	0.002352	1275.045602
1217	1232	0.002352	1274.957802
1216	1233	0.002357	1271.998361
1215	1234	0.002360	1270.401983
1214	1235	0.002357	1272.342843
1213	1236	0.002365	1267.778064
1212	1237	0.002354	1274.002845
1211	1238	0.002341	1280.898464
1210	1239	0.002367	1266.665118
1209	1240	0.002348	1276.886603
1208	1241	0.002354	1273.904272
1207	1242	0.002360	1270.256633
1206	1243	0.002350	1275.624140
1205	1244	0.002350	1275.856713
1204	1245	0.002348	1276.695775
1203	1246	0.002363	1268.810642
1202	1247	0.002361	1269.448217
1201	1248	0.002345	1278.484565
1200	1249	0.002366	1266.970927
1200	1250	0.002353	1274.872226
1199	1251	0.002363	1269.665889
1198	1252	0.002355	1273.687236
1197	1253	0.002348	1277.276796
1196	1254	0.002361	1270.352603
1195	1255	0.002353	1274.525301
1194	1256	0.002362	1269.912670
1193	1257	0.002358	1272.078880
1192	1258	0.002364	1268.903844
1191	1259	0.002364	1268.809571
1190	1260	0.002341	1280.901295
1189	1261	0.002344	1279.123425
1188	1262	0.002347	1277.538546
1187	1263	0.002362	1269.616015
1186	1264	0.002357	1272.034410
1185	1265	0.002365	1267.872239
1184	1266	0.002354	1273.407597
1183	1267	0.002364	1268.257537
1182	1268	0.002321	1291.619035
1182	1269	0.002340	1282.027986
1181	1270	0.002269	1322.084067
1180	1271	0.002279	1316.453341
1179	1272	0.002065	1452.327597
1178	1273	0.002068	1450.029806
1177	1274	0.002055	1459.547982
1176	1275	0.002062	1454.410008
1175	1276	0.002795	1072.685093
1174	1277	0.002798	1071.808859
1173	1278	0.002327	1288.365134
1172	1279	0.002326	1288.738110
1171	1280	0.002306	1300.042413
1170	1281	0.002302	1302.155576
1170	1282	0.002359	1271.537528
1169	1283	0.002361	1270.652174
1168	1284	0.002349	1276.939117
1167	1285	0.002343	1280.074401
1166	1286	0.002357	1272.161156
1165	1287	0.002359	1271.154756
1164	1288	0.002355	1273.161218
1163	1289	0.002368	1265.922227
1162	1290	0.002361	1269.821638
1161	1291	0.002358	1271.179023
1160	1292	0.002355	1272.952894
1160	1293	0.002347	1278.260336
1159	1294	0.002351	1275.602814
1158	1295	0.002362	1269.866943
1157	1296	0.002360	1270.990488
1156	1297	0.002358	1271.549216
1155	1298	0.002357	1272.370816
1154	1299	0.002359	1270.742497
1153	1300	0.002345	1278.109738
1152	1301	0.002340	1281.188291
1152	1302	0.002358	1272.449244
1151	1303	0.002353	1274.965166
1150	1304	0.002357	1272.492532
1149	1305	0.002357	1272.549976
1148	1306	0.002357	1272.189999
1147	1307	0.002360	1270.474145
1146	1308	0.002346	1278.015700
1145	1309	0.002342	1279.896604
1145	1310	0.002368	1266.671536
1144	1311	0.002340	1281.840920
1143	1312	0.002365	1268.147396
1142	1313	0.002355	1273.569529
1141	1314	0.002361	1269.845330
1140	1315	0.002363	1268.984829
1139	1316	0.002348	1276.875373
1138	1317	0.002357	1271.842872
1138	1318	0.002366	1267.924771
1137	1319	0.002360	1270.810357
1136	1320	0.002365	1268.290909
1135	1321	0.002355	1273.210844
1134	1322	0.002357	1272.033428
1133	1323	0.002356	1272.665679
1132	1324	0.002348	1276.666354
1132	1325	0.002349	1277.175313
1131	1326	0.002346	1278.264016
1130	1327	0.002367	1267.009885
1129	1328	0.002355	1273.380006
1128	1329	0.002356	1272.417468
1127	1330	0.002372	1263.966445
1126	1331	0.002355	1273.054537
1126	1332	0.002355	1273.708601
1125	1333	0.002355	1273.721564
1124	1334	0.002366	1267.341662
1123	1335	0.002372	1263.955141
1122	1336	0.002362	1269.418867
1121	1337	0.002355	1272.963465
1121	1338	0.002355	1273.726792
1120	1339	0.002361	1270.565310
1119	1340	0.002357	1272.599967
1118	1341	0.002355	1273.166314
1117	1342	0.002362	1269.174710
1116	1343	0.002360	1270.260512
1116	1344	0.002362	1270.002980
1115	1345	0.002365	1268.384460
1114	1346	0.002369	1265.758950
1113	1347	0.002356	1272.539841
1112	1348	0.002341	1280.691157
1111	1349	0.002351	1274.897582
1111	1350	0.002342	1280.979313
1110	1351	0.002367	1266.832665
1109	1352	0.002360	1270.601854
1108	1353	0.002360	1270.357404
1107	1354	0.002360	1270.224290
1107	1355	0.002361	1270.447528
1106	1356	0.002365	1268.248338
1105	1357	0.002351	1275.608121
1104	1358	0.002352	1274.975859
1103	1359	0.002355	1272.869005
1102	1360	0.002089	1434.891712
1102	1361	0.002093	1433.263398
1101	1362	0.002763	1085.428249
1100	1363	0.002776	1080.078767
1099	1364	0.002356	1272.504171
1098	1365	0.002346	1277.808755
1098	1366	0.002347	1278.097614
1097	1367	0.002356	1273.132855
1096	1368	0.002361	1270.304217
1095	1369	0.002354	1273.501896
1094	1370	0.002354	1273.532801
1094	1371	0.002364	1268.890288
1093	1372	0.002351	1275.929403
1092	1373	0.002359	1271.272043
1091	1374	0.002350	1275.603175
1090	1375	0.002346	1277.639204
1090	1376	0.002351	1275.872130
1089	1377	0.002353	1274.340683
1088	1378	0.002360	1270.626243
1087	1379	0.002355	1273.243483
1086	1380	0.002343	1279.216908
1086	1381	0.002357	1272.369411
1085	1382	0.002365	1267.873827
1084	1383	0.002371	1264.634738
1083	1384	0.002355	1273.157692
1083	1385	0.002362	1270.234382
1082	1386	0.002368	1266.756318
1081	1387	0.002359	1271.298328
1080	1388	0.002351	1275.077702
1079	1389	0.002345	1278.498727
1079	1390	0.002351	1275.808625
1078	1391	0.002357	1272.405979
1077	1392	0.002362	1269.468582
1076	1393	0.002351	1275.158633
1076	1394	0.002364	1268.948971
1075	1395	0.002359	1271.383662
1074	1396	0.002357	1272.128555
1073	1397	0.002352	1274.838294
1072	1398	0.002354	1273.427436
1072	1399	0.002357	1272.337173
1071	1400	0.002356	1272.661917
1070	1401	0.002363	1268.659274
1069	1402	0.002364	1267.966242
1069	1403	0.002363	1269.283533
1068	1404	0.002343	1279.778776
1067	1405	0.002347	1277.359249
1066	1406	0.002350	1275.666060
1066	1407	0.002356	1272.978960
1065	1408	0.002356	1272.763770
1064	1409	0.002354	1273.831403
1063	1410	0.002359	1270.935397
1063	1411	0.002369	1266.063696
1062	1412	0.002333	1285.664681
1061	1413	0.002331	1286.481073
1060	1414	0.002357	1272.035984
1060	1415	0.002360	1271.202960
1059	1416	0.002358	1272.105525
1058	1417	0.002358	1271.312728
1057	1418	0.002361	1269.616432
1057	1419	0.002368	1267.025826
1056	1420	0.002346	1278.219876
1055	1421	0.002352	1275.062184
1054	1422	0.002369	1265.391584
1054	1423	0.002365	1268.337977
1053	1424	0.002351	1275.786448
1052	1425	0.002366	1267.448983
1051	1426	0.002357	1271.864216
1051	1427	0.002366	1267.572327
1050	1428	0.002342	1280.442425
1049	1429	0.002346	1278.098482
1048	1430	0.002357	1271.602388
1048	1431	0.002359	1271.625200
1047	1432	0.002359	1270.922957
1046	1433	0.002361	1269.919188
1046	1434	0.002366	1268.141946
1045	1435	0.002372	1264.304389
1044	1436	0.002358	1271.762906
1043	1437	0.002354	1273.466402
1043	1438	0.002353	1274.806983
1042	1439	0.002349	1276.553648
1041	1440	0.002352	1274.926422
1040	1441	0.002354	1273.073631
1040	1442	0.002366	1267.714812
1039	1443	0.002360	1270.749803
1038	1444	0.002349	1276.033759
1038	1445	0.002344	1279.771402
1037	1446	0.002357	1272.484957
1036	1447	0.002355	1273.382419
1035	1448	0.002347	1277.199549
1035	1449	0.002355	1273.722277
1034	1450	0.002359	1271.070410
1033	1451	0.002370	1265.061654
1033	1452	0.002357	1272.836280
1032	1453	0.002346	1278.085568
1031	1454	0.002369	1265.484003
1030	1455	0.002366	1266.918560
1030	1456	0.002356	1273.013569
1029	1457	0.002359	1271.030565
1028	1458	0.002354	1273.267794
1028	1459	0.002363	1269.546169
1027	1460	0.002343	1280.153951
1026	1461	0.002342	1280.203126
1025	1462	0.002359	1270.509976
1025	1463	0.002347	1277.810371
1024	1464	0.002359	1270.969087
1023	1465	0.002355	1272.630083
1023	1466	0.002363	1269.320468
1022	1467	0.002361	1270.146010
1021	1468	0.002337	1282.669903
1021	1469	0.002352	1275.122116
1020	1470	0.002341	1280.862451
1019	1471	0.002353	1274.205305
1019	1472	0.002363	1269.344590
1018	1473	0.002359	1271.327280
1017	1474	0.002360	1270.338614
1016	1475	0.002363	1268.336652
1016	1476	0.002350	1276.174445
1015	1477	0.002341	1280.653160
1014	1478	0.002354	1273.533234
1014	1479	0.002364	1268.897911
1013	1480	0.002355	1272.979373
1012	1481	0.002361	1269.683082
1012	1482	0.002359	1271.480734
